,date,f41,f42,f43,f44,f45,f47,f48,f49,f411,clqn_prc
1076,2023-12-22,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2914.7752
1077,2023-12-29,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2974.9348
1078,2024-01-05,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2929.1833
1079,2024-01-12,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2881.9769
1080,2024-01-19,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2832.2793
1081,2024-01-26,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2910.2227
1082,2024-02-02,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2730.152
1083,2024-02-09,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,
1084,2024-02-16,,,-1.0,0.0,-1.0,,,1.0,-1.0,
1085,2024-02-23,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3004.881
1086,2024-03-01,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3027.0204
1087,2024-03-08,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3046.0192
1088,2024-03-15,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3054.6359
1089,2024-03-22,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3048.0336
1090,2024-03-29,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3041.1669
1091,2024-04-05,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,
1092,2024-04-12,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3019.4735
1093,2024-04-19,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3065.261
1094,2024-04-26,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3088.6357
1095,2024-05-03,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,
1096,2024-05-10,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,3154.5472
1097,2024-05-17,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3154.0263
1098,2024-05-24,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3088.8705
1099,2024-05-31,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3086.8134
1100,2024-06-07,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3051.2787
1101,2024-06-14,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3032.6333
1102,2024-06-21,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2998.1377
1103,2024-06-28,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2967.4028
1104,2024-07-05,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2949.9333
1105,2024-07-12,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2971.295
1106,2024-07-19,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2982.3086
1107,2024-07-26,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2890.8973
1108,2024-08-02,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2905.3375
1109,2024-08-09,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2862.1941
1110,2024-08-16,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2879.4298
1111,2024-08-23,,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2854.3675
1112,2024-08-30,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2842.2142
1113,2024-09-06,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2765.8066
1114,2024-09-13,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2704.0896
1115,2024-09-20,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2736.8139
1116,2024-09-27,,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3087.5286
1117,2024-10-04,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1118,2024-10-11,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3217.7377
1119,2024-10-18,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3261.5633
1120,2024-10-25,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3299.7003
1121,2024-11-01,,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3272.0142
1122,2024-11-08,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,3452.2971
1123,2024-11-15,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3330.7263
1124,2024-11-22,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3267.1916
1125,2024-11-29,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3326.4557
1126,2024-12-06,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3404.0764
1127,2024-12-13,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,3391.8782
1128,2024-12-20,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3368.0693
1129,2024-12-27,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3400.142
1130,2025-01-03,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3211.4299
1131,2025-01-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3168.5238
1132,2025-01-17,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3241.8212
1133,2025-01-24,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3252.6264
1134,2025-01-31,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,
1135,2025-02-07,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3303.6666
1136,2025-02-14,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3346.7242
1137,2025-02-21,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3379.1128
1138,2025-02-28,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3320.8973
1139,2025-03-07,,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3372.5458
1140,2025-03-14,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3419.5616
1141,2025-03-21,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3364.8307
1142,2025-03-28,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3351.3068
1143,2025-04-04,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1144,2025-04-11,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3238.2268
1145,2025-04-18,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3276.7304
1146,2025-04-25,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3295.06
1147,2025-05-02,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,
1148,2025-05-09,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3341.9989
1149,2025-05-16,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3367.4619
1150,2025-05-23,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3348.3717
1151,2025-05-30,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3347.4873
1152,2025-06-06,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3385.3579
1153,2025-06-13,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3376.996
1154,2025-06-20,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3359.8954
1155,2025-06-27,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3424.2267
1156,2025-07-04,,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3472.3192
1157,2025-07-11,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,3510.1772
1158,2025-07-18,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3534.4827
1159,2025-07-25,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3593.6553
1160,2025-08-01,,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3559.9518
1161,2025-08-08,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3635.1281
1162,2025-08-15,,-1.0,-1.0,0.0,-1.0,,-1.0,-1.0,-1.0,3696.7705
1163,2025-08-22,,-1.0,-1.0,0.0,-1.0,,,-1.0,-1.0,3825.7592
1164,2025-08-29,,-1.0,-1.0,0.0,-1.0,,-1.0,-1.0,-1.0,3857.9274
1165,2025-09-05,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3812.5143
1166,2025-09-12,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3870.5984
1167,2025-09-19,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3820.0894
1168,2025-09-26,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3828.106
1169,2025-10-03,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,
1170,2025-10-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3897.0281
1171,2025-10-17,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,3839.7553
1172,2025-10-24,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3950.3115
1173,2025-10-31,0.0,-1.0,1.0,1.0,-1.0,,-1.0,-1.0,-1.0,3954.79
1174,2025-11-07,0.0,-1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,3997.5557
